loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,flag_income_missing,flag_income_nonpositive,flag_loan_amount_missing,flag_loan_amount_nonpositive,flag_loan_term_missing,flag_loan_term_nonpositive,flag_cibil_missing,flag_cibil_out_of_range,log_income_annum,log_loan_amount,loan_to_income_ratio,total_asset_value,loan_to_total_assets_ratio,cibil_x_affordability,education_audit_group,self_employed_audit_group
14,2,Graduate,Yes,9100000,31500000,14,679,10800000,16600000.0,20900000.0,5000000,0,0,0,0,0,0,0,0,0,16.02378508137718,17.265498135541893,3.4615384615384617,53300000.0,0.5909943714821764,152.1896551724138,1,1
15,1,Not Graduate,No,1900000,7400000,6,469,1900000,1200000.0,5900000.0,1900000,1,0,0,0,0,0,0,0,0,14.45736497045232,15.816990693309524,3.8947368421052633,10900000.0,0.6788990825688074,95.81720430107526,0,0
16,5,Not Graduate,No,4700000,10700000,10,794,5700000,3900000.0,16400000.0,4400000,0,0,0,0,0,0,0,0,0,15.363073279446223,16.185754392890075,2.276595744680851,30400000.0,0.3519736842105263,242.32467532467533,0,0
17,2,Graduate,Yes,500000,1600000,4,663,1300000,100000.0,1300000.0,700000,0,0,0,0,0,0,0,0,0,13.122365377402328,14.285514812209815,3.2,3400000.0,0.47058823529411764,157.85714285714286,1,1
18,4,Not Graduate,Yes,2900000,9400000,14,780,2900000,2800000.0,6700000.0,4300000,0,0,0,0,0,0,0,0,0,14.88022163978423,16.056220353623207,3.2413793103448274,16700000.0,0.562874251497006,183.90243902439025,0,1
19,2,Graduate,No,2700000,10300000,10,736,1000000,0.0,6200000.0,3300000,0,0,0,0,0,0,0,0,0,14.80876270134486,16.14765455028724,3.814814814814815,10500000.0,0.9809523809523809,152.86153846153846,1,0
20,5,Graduate,No,6300000,14600000,12,652,10300000,3500000.0,23500000.0,5900000,0,0,0,0,0,0,0,0,0,15.656060350091908,16.496532155171714,2.3174603174603177,43200000.0,0.33796296296296297,196.5358851674641,1,0
21,2,Graduate,No,5000000,19400000,12,315,9500000,1600000.0,18000000.0,6100000,1,0,0,0,0,0,0,0,0,15.424948670398354,16.780783675579947,3.88,35200000.0,0.5511363636363636,64.54918032786885,1,0
22,4,Graduate,No,5800000,14000000,16,530,3800000,11300000.0,22200000.0,5400000,1,0,0,0,0,0,0,0,0,15.573368647930426,16.454567959008102,2.413793103448276,42700000.0,0.32786885245901637,155.25252525252526,1,0
23,4,Graduate,Yes,6500000,25700000,18,311,13100000,1700000.0,19500000.0,8500000,1,0,0,0,0,0,0,0,0,15.687312888712007,17.062001588775953,3.953846153846154,42800000.0,0.6004672897196262,62.77950310559006,1,1
24,0,Not Graduate,Yes,500000,1400000,2,551,900000,600000.0,1100000.0,300000,0,0,0,0,0,0,0,0,0,13.122365377402328,14.151983508870947,2.8,2900000.0,0.4827586206896552,145.0,0,1
25,0,Not Graduate,No,4900000,9800000,16,324,3800000,8700000.0,10000000.0,3300000,1,0,0,0,0,0,0,0,0,15.404745967162468,16.097893045681612,2.0,25800000.0,0.3798449612403101,108.0,0,0
26,5,Not Graduate,No,3100000,9500000,20,514,7900000,3100000.0,6600000.0,2600000,1,0,0,0,0,0,0,0,0,14.946912992035967,16.066802461833923,3.064516129032258,20200000.0,0.47029702970297027,126.46031746031747,0,0
27,4,Graduate,No,8200000,28100000,12,696,11500000,10600000.0,25300000.0,7200000,0,0,0,0,0,0,0,0,0,15.919644834185693,17.151280169891162,3.426829268292683,54600000.0,0.5146520146520146,157.22314049586777,1,0
28,4,Not Graduate,Yes,2400000,5600000,4,662,4500000,4200000.0,5400000.0,2500000,0,0,0,0,0,0,0,0,0,14.690979711984754,15.53827733427679,2.3333333333333335,16600000.0,0.3373493975903614,198.6,0,1
29,5,Not Graduate,Yes,7000000,24000000,6,336,2300000,11900000.0,27500000.0,9700000,1,0,0,0,0,0,0,0,0,15.76142084987672,16.993564429978885,3.4285714285714284,51400000.0,0.4669260700389105,75.87096774193549,0,1
30,3,Not Graduate,Yes,9000000,31500000,10,850,21800000,12400000.0,33700000.0,8000000,0,0,0,0,0,0,0,0,0,16.012735246411598,17.265498135541893,3.5,75900000.0,0.4150197628458498,188.88888888888889,0,1
31,2,Not Graduate,No,9800000,25300000,12,313,20200000,5200000.0,25500000.0,9300000,1,0,0,0,0,0,0,0,0,16.097893045681612,17.04631499322344,2.5816326530612246,60200000.0,0.420265780730897,87.39031339031338,0,0
32,2,Graduate,No,5700000,12000000,6,363,3600000,7400000.0,21700000.0,4300000,1,0,0,0,0,0,0,0,0,15.555976908243359,16.300417291085605,2.1052631578947367,37000000.0,0.32432432432432434,116.89830508474577,1,0
33,1,Not Graduate,Yes,800000,1600000,10,436,700000,200000.0,2200000.0,1000000,1,0,0,0,0,0,0,0,0,13.592368256649284,14.285514812209815,2.0,4100000.0,0.3902439024390244,145.33333333333331,0,1
34,5,Not Graduate,Yes,8400000,22000000,2,830,3800000,3900000.0,19900000.0,5400000,0,0,0,0,0,0,0,0,0,15.943742382861155,16.906553056777135,2.619047619047619,33000000.0,0.6666666666666666,229.34210526315786,0,1
35,3,Graduate,No,4900000,11900000,8,612,9700000,1200000.0,19000000.0,5800000,0,0,0,0,0,0,0,0,0,15.404745967162468,16.29204904211537,2.4285714285714284,35700000.0,0.3333333333333333,178.5,1,0
36,2,Graduate,Yes,1700000,3400000,8,691,2700000,2800000.0,6000000.0,900000,0,0,0,0,0,0,0,0,0,14.346139397261565,15.039286283703994,2.0,12400000.0,0.27419354838709675,230.33333333333331,1,1
37,3,Not Graduate,No,1600000,6200000,18,636,3400000,700000.0,5300000.0,1400000,0,0,0,0,0,0,0,0,0,14.285514812209815,15.64006001130563,3.875,10800000.0,0.5740740740740741,130.46153846153845,0,0
38,5,Graduate,Yes,8000000,27200000,6,348,6400000,300000.0,16700000.0,7100000,1,0,0,0,0,0,0,0,0,15.894952224644102,17.11872756803093,3.4,30500000.0,0.8918032786885246,79.0909090909091,1,1
39,5,Graduate,No,3600000,7700000,16,830,7000000,1300000.0,10000000.0,2900000,0,0,0,0,0,0,0,0,0,15.096444681204078,15.856731016694035,2.138888888888889,21200000.0,0.3632075471698113,264.42477876106193,1,0
40,3,Not Graduate,Yes,1500000,5100000,6,352,100000,200000.0,5600000.0,900000,1,0,0,0,0,0,0,0,0,14.220976332738882,15.444751293772967,3.4,6800000.0,0.75,80.0,0,1
41,1,Graduate,No,7800000,18100000,2,712,8600000,11200000.0,21700000.0,9000000,0,0,0,0,0,0,0,0,0,15.86963441986494,16.71142255148467,2.3205128205128207,50500000.0,0.3584158415841584,214.42471042471044,1,0
42,2,Not Graduate,No,9100000,24900000,16,822,22300000,12100000.0,31000000.0,5200000,0,0,0,0,0,0,0,0,0,16.02378508137718,17.030378401595577,2.7362637362637363,70600000.0,0.3526912181303116,220.00588235294117,0,0
43,3,Graduate,No,1400000,3400000,6,540,200000,1500000.0,3900000.0,800000,1,0,0,0,0,0,0,0,0,14.151983508870947,15.039286283703994,2.4285714285714284,6400000.0,0.53125,157.5,1,0
44,2,Graduate,Yes,800000,2300000,12,342,2200000,1300000.0,1800000.0,800000,1,0,0,0,0,0,0,0,0,13.592368256649284,14.648420115681892,2.875,6100000.0,0.3770491803278688,88.25806451612902,1,1
45,5,Graduate,No,6500000,13400000,18,787,18200000,300000.0,16200000.0,5400000,0,0,0,0,0,0,0,0,0,15.687312888712007,16.410765339548004,2.0615384615384613,40100000.0,0.3341645885286783,257.0603015075377,1,0
46,4,Graduate,No,8000000,27800000,16,331,13000000,6300000.0,21400000.0,10900000,1,0,0,0,0,0,0,0,0,15.894952224644102,17.140546614632086,3.475,51600000.0,0.5387596899224806,73.96648044692738,1,0
47,3,Not Graduate,Yes,4200000,14600000,6,679,2400000,6900000.0,8700000.0,4900000,0,0,0,0,0,0,0,0,0,15.250595321348806,16.496532155171714,3.4761904761904763,22900000.0,0.6375545851528385,151.6914893617021,0,1
48,1,Graduate,Yes,4900000,19100000,14,677,5400000,9100000.0,17700000.0,6500000,0,0,0,0,0,0,0,0,0,15.404745967162468,16.765198945372877,3.8979591836734695,38700000.0,0.4935400516795866,138.22083333333333,1,1
49,3,Not Graduate,No,5500000,20500000,12,634,800000,8600000.0,18500000.0,8200000,0,0,0,0,0,0,0,0,0,15.520258832020865,16.835935492889124,3.727272727272727,36100000.0,0.5678670360110804,134.11538461538464,0,0
50,1,Not Graduate,Yes,9500000,19100000,16,662,100000,10500000.0,37365999.999999985,11700000,0,0,0,0,0,0,0,0,0,16.066802461833923,16.765198945372877,2.0105263157894737,59665999.999999985,0.3201153085509336,219.8951048951049,0,1
51,4,Graduate,No,7300000,25400000,16,502,500000,1800000.0,20500000.0,10500000,1,0,0,0,0,0,0,0,0,15.803385043104912,17.050259771358842,3.4794520547945207,33300000.0,0.7627627627627628,112.06727828746176,1,0
52,2,Graduate,No,8700000,24700000,10,435,6800000,3500000.0,21800000.0,11300000,1,0,0,0,0,0,0,0,0,15.978833698567334,17.022313842084035,2.839080459770115,43400000.0,0.5691244239631337,113.30838323353294,1,0
53,5,Not Graduate,No,3800000,7600000,4,689,8700000,100000.0,9300000.0,3400000,0,0,0,0,0,0,0,0,0,15.150511887854474,15.843658936835498,2.0,21500000.0,0.35348837209302325,229.66666666666666,0,0
54,1,Not Graduate,Yes,8400000,23000000,12,657,15400000,14800000.0,31900000.0,8200000,0,0,0,0,0,0,0,0,0,15.943742382861155,16.951004817371683,2.738095238095238,70300000.0,0.32716927453769556,175.7579617834395,0,1
55,2,Graduate,Yes,5100000,19700000,20,590,7400000,9300000.0,19400000.0,3400000,0,0,0,0,0,0,0,0,0,15.444751293772967,16.796129244469636,3.8627450980392157,39500000.0,0.49873417721518987,121.3306451612903,1,1
56,5,Not Graduate,No,6700000,24500000,12,818,1200000,5600000.0,16300000.0,6200000,0,0,0,0,0,0,0,0,0,15.717618233614914,17.01418371633128,3.656716417910448,29300000.0,0.8361774744027304,175.6602564102564,0,0
57,2,Not Graduate,No,4300000,10600000,18,431,2100000,1500000.0,9300000.0,5200000,1,0,0,0,0,0,0,0,0,15.274125813221904,16.176364653421913,2.4651162790697674,18100000.0,0.585635359116022,124.38255033557049,0,0
58,5,Graduate,Yes,9300000,30500000,18,841,19300000,10300000.0,34600000.0,8700000,0,0,0,0,0,0,0,0,0,16.04552506565036,17.233237274364523,3.2795698924731185,72900000.0,0.41838134430727025,196.51507537688443,1,1
59,1,Graduate,No,7400000,18400000,20,421,18500000,9100000.0,17500000.0,4100000,1,0,0,0,0,0,0,0,0,15.816990693309524,16.72786127692704,2.4864864864864864,49200000.0,0.37398373983739835,120.75193798449612,1,0
60,4,Not Graduate,Yes,5500000,18200000,16,797,-100000,4900000.0,18600000.0,4800000,0,0,0,0,0,0,0,0,0,15.520258832020865,16.716932206992077,3.309090909090909,28200000.0,0.6453900709219859,184.95780590717303,0,1
61,2,Not Graduate,No,8500000,18900000,18,478,23800000,16300000.0,25900000.0,11400000,1,0,0,0,0,0,0,0,0,15.955576839107596,16.75467253293992,2.223529411764706,77400000.0,0.2441860465116279,148.28467153284672,0,0
62,3,Not Graduate,Yes,9600000,30500000,18,669,4700000,1900000.0,26500000.0,9300000,0,0,0,0,0,0,0,0,0,16.077273760604726,17.233237274364523,3.1770833333333335,42400000.0,0.7193396226415094,160.1596009975062,0,1
63,5,Not Graduate,Yes,8800000,28900000,6,365,24400000,8600000.0,27400000.0,4700000,1,0,0,0,0,0,0,0,0,15.990262393084793,17.179352187684735,3.284090909090909,65100000.0,0.44393241167434716,85.19893899204244,0,1
64,3,Not Graduate,Yes,3300000,7500000,20,586,1600000,5600000.0,10500000.0,2900000,0,0,0,0,0,0,0,0,0,15.009433329466965,15.830413711839864,2.272727272727273,20600000.0,0.3640776699029126,179.05555555555554,0,1
65,4,Graduate,Yes,3900000,12300000,18,784,7600000,6900000.0,13100000.0,2800000,0,0,0,0,0,0,0,0,0,15.176487367510099,16.325109901643454,3.1538461538461537,30400000.0,0.40460526315789475,188.74074074074076,1,1
66,1,Graduate,No,4100000,10300000,12,364,9500000,6100000.0,14900000.0,2800000,1,0,0,0,0,0,0,0,0,15.226497775576945,16.14765455028724,2.5121951219512195,33300000.0,0.30930930930930933,103.63888888888889,1,0
67,3,Not Graduate,No,8300000,29100000,10,715,6100000,11900000.0,24100000.0,11900000,0,0,0,0,0,0,0,0,0,15.931766193248746,17.186248766505983,3.5060240963855422,54000000.0,0.5388888888888889,158.6764705882353,0,0
68,0,Not Graduate,Yes,2700000,10100000,20,693,200000,1700000.0,5900000.0,1400000,1,0,0,0,0,0,0,0,0,14.80876270134486,16.128046080821385,3.740740740740741,9200000.0,1.0978260869565217,146.1796875,0,1
69,4,Graduate,No,5600000,12400000,4,777,5500000,3100000.0,11800000.0,5500000,0,0,0,0,0,0,0,0,0,15.53827733427679,16.333207111220425,2.2142857142857144,25900000.0,0.47876447876447875,241.73333333333335,1,0
70,0,Graduate,No,1900000,5000000,12,312,4000000,2800000.0,4900000.0,2400000,1,0,0,0,0,0,0,0,0,14.45736497045232,15.424948670398354,2.6315789473684212,14100000.0,0.3546099290780142,85.91304347826087,1,0
71,4,Not Graduate,Yes,500000,1500000,20,340,100000,200000.0,1900000.0,600000,1,0,0,0,0,0,0,0,0,13.122365377402328,14.220976332738882,3.0,2800000.0,0.5357142857142857,85.0,0,1
72,5,Graduate,Yes,5300000,18600000,4,386,2700000,9700000.0,11900000.0,4200000,0,0,0,0,0,0,0,0,0,15.483217567201578,16.73867219244687,3.509433962264151,28500000.0,0.6526315789473685,85.59832635983264,1,1
73,5,Not Graduate,No,7000000,18300000,4,418,18400000,11700000.0,21500000.0,7600000,1,0,0,0,0,0,0,0,0,15.76142084987672,16.722411672456456,2.6142857142857143,59200000.0,0.3091216216216216,115.65217391304348,0,0
74,3,Not Graduate,Yes,5800000,16700000,16,735,3900000,9400000.0,12600000.0,5600000,0,0,0,0,0,0,0,0,0,15.573368647930426,16.630919337267223,2.8793103448275863,31500000.0,0.5301587301587302,189.46666666666667,0,1
75,2,Not Graduate,No,2600000,8400000,6,494,6500000,3800000.0,5600000.0,2000000,1,0,0,0,0,0,0,0,0,14.77102238760702,15.943742382861155,3.230769230769231,17900000.0,0.4692737430167598,116.76363636363637,0,0
76,2,Not Graduate,No,1900000,6500000,18,671,600000,2500000.0,4800000.0,1100000,0,0,0,0,0,0,0,0,0,14.45736497045232,15.687312888712007,3.4210526315789473,9000000.0,0.7222222222222222,151.77380952380955,0,0
77,4,Graduate,No,5700000,14800000,16,697,14300000,7800000.0,12900000.0,6300000,0,0,0,0,0,0,0,0,0,15.555976908243359,16.51013780630191,2.5964912280701755,41300000.0,0.3583535108958838,193.79999999999998,1,0
78,0,Graduate,No,9000000,33500000,8,801,11600000,8900000.0,35400000.0,11100000,0,0,0,0,0,0,0,0,0,16.012735246411598,17.32705602664604,3.7222222222222223,67000000.0,0.5,169.6235294117647,1,0
79,2,Not Graduate,No,8500000,29400000,12,576,17600000,5600000.0,25200000.0,9000000,0,0,0,0,0,0,0,0,0,15.955576839107596,17.196505266322514,3.458823529411765,57400000.0,0.5121951219512195,129.1820580474934,0,0
80,0,Not Graduate,No,700000,1400000,14,639,1900000,700000.0,2400000.0,900000,0,0,0,0,0,0,0,0,0,13.45883704259595,14.151983508870947,2.0,5900000.0,0.23728813559322035,213.0,0,0
81,4,Graduate,No,3500000,8900000,4,470,1300000,2200000.0,12300000.0,2000000,1,0,0,0,0,0,0,0,0,15.068273812173887,16.001561947061912,2.5428571428571427,17800000.0,0.5,132.66129032258067,1,0
82,0,Not Graduate,No,8800000,31200000,4,826,2900000,500000.0,33300000.0,8600000,0,0,0,0,0,0,0,0,0,15.990262393084793,17.25592868483099,3.5454545454545454,45300000.0,0.6887417218543046,181.72000000000003,0,0
83,2,Not Graduate,Yes,9900000,21200000,16,363,25500000,11400000.0,26600000.0,6800000,1,0,0,0,0,0,0,0,0,16.108045416114916,16.86951178681205,2.1414141414141414,70300000.0,0.3015647226173542,115.55305466237941,0,1
84,3,Graduate,No,3600000,8600000,20,613,9400000,300000.0,10300000.0,3300000,0,0,0,0,0,0,0,0,0,15.096444681204078,15.967272877502799,2.388888888888889,23300000.0,0.36909871244635195,180.88524590163934,1,0
85,3,Not Graduate,Yes,3000000,8200000,16,713,5300000,5800000.0,11000000.0,3400000,0,0,0,0,0,0,0,0,0,14.914123179965662,15.919644834185693,2.7333333333333334,25500000.0,0.3215686274509804,190.98214285714286,0,1
86,2,Graduate,No,6800000,21200000,16,439,17100000,4700000.0,23300000.0,3600000,1,0,0,0,0,0,0,0,0,15.732433317205148,16.86951178681205,3.1176470588235294,48700000.0,0.4353182751540041,106.61428571428573,1,0
87,5,Not Graduate,Yes,1100000,3800000,18,387,1300000,1200000.0,3800000.0,1600000,1,0,0,0,0,0,0,0,0,13.910821646859095,15.150511887854474,3.4545454545454546,7900000.0,0.4810126582278481,86.87755102040815,0,1
88,1,Not Graduate,Yes,8700000,28300000,8,402,20400000,13600000.0,27900000.0,10200000,1,0,0,0,0,0,0,0,0,15.978833698567334,17.158372397949154,3.2528735632183907,72100000.0,0.3925104022191401,94.52432432432434,0,1
89,4,Graduate,Yes,2000000,8000000,6,837,5100000,2600000.0,3900000.0,2900000,0,0,0,0,0,0,0,0,0,14.508658238524095,15.894952224644102,4.0,14500000.0,0.5517241379310345,167.4,1,1
90,2,Not Graduate,No,9800000,37000000,10,641,24100000,0.0,23400000.0,7600000,0,0,0,0,0,0,0,0,0,16.097893045681612,17.426428497635523,3.7755102040816326,55100000.0,0.6715063520871143,134.22649572649576,0,0
91,4,Graduate,No,5700000,21100000,18,489,500000,4300000.0,12500000.0,6000000,1,0,0,0,0,0,0,0,0,15.555976908243359,16.86478364583966,3.7017543859649122,23300000.0,0.9055793991416309,104.00373134328358,1,0
92,4,Graduate,No,8800000,20700000,18,540,19200000,3200000.0,22400000.0,12700000,1,0,0,0,0,0,0,0,0,15.990262393084793,16.845644306544774,2.352272727272727,57500000.0,0.36,161.08474576271186,1,0
93,4,Graduate,No,3800000,8900000,4,844,9100000,3500000.0,13100000.0,4700000,0,0,0,0,0,0,0,0,0,15.150511887854474,16.001561947061912,2.3421052631578947,30400000.0,0.29276315789473684,252.53543307086616,1,0
94,1,Graduate,No,1700000,6400000,10,452,900000,1100000.0,5600000.0,2100000,1,0,0,0,0,0,0,0,0,14.346139397261565,15.671808704579888,3.764705882352941,9700000.0,0.6597938144329897,94.8641975308642,1,0
95,2,Graduate,No,1000000,2000000,10,366,1200000,400000.0,3200000.0,1300000,1,0,0,0,0,0,0,0,0,13.815511557963774,14.508658238524095,2.0,6100000.0,0.32786885245901637,122.0,1,0
96,5,Graduate,No,300000,1100000,2,300,100000,500000.0,700000.0,400000,0,0,0,0,0,0,0,0,0,12.611541086966115,13.910821646859095,3.6666666666666665,1700000.0,0.6470588235294118,64.28571428571429,1,0
97,2,Graduate,Yes,6600000,15000000,18,470,1200000,4800000.0,18200000.0,7000000,1,0,0,0,0,0,0,0,0,15.702580358511794,16.52356082573315,2.272727272727273,31200000.0,0.4807692307692308,143.6111111111111,1,1
98,2,Not Graduate,No,8700000,25000000,20,861,14700000,8500000.0,23200000.0,7300000,0,0,0,0,0,0,0,0,0,15.978833698567334,17.034386422832473,2.8735632183908044,53700000.0,0.4655493482309125,222.27596439169142,0,0
99,4,Graduate,No,9400000,29400000,12,562,25900000,15200000.0,36400000.0,7100000,0,0,0,0,0,0,0,0,0,16.056220353623207,17.196505266322514,3.127659574468085,84600000.0,0.3475177304964539,136.15463917525773,1,0
100,0,Graduate,No,4400000,10800000,14,463,2400000,4800000.0,13800000.0,4700000,1,0,0,0,0,0,0,0,0,15.29711532616119,16.195056784687036,2.4545454545454546,25700000.0,0.42023346303501946,134.0263157894737,1,0
101,4,Not Graduate,No,400000,900000,12,478,700000,100000.0,1200000.0,100000,1,0,0,0,0,0,0,0,0,12.899222326086994,13.710151153416941,2.25,2100000.0,0.42857142857142855,147.0769230769231,0,0
102,2,Not Graduate,Yes,300000,1100000,2,702,300000,200000.0,500000.0,200000,0,0,0,0,0,0,0,0,0,12.611541086966115,13.910821646859095,3.6666666666666665,1200000.0,0.9166666666666666,150.42857142857144,0,1
103,2,Not Graduate,Yes,4300000,12900000,20,618,11400000,3600000.0,11400000.0,2400000,0,0,0,0,0,0,0,0,0,15.274125813221904,16.372737946851277,3.0,28800000.0,0.4479166666666667,154.5,0,1
104,4,Graduate,No,1600000,4500000,12,633,700000,1700000.0,4100000.0,1900000,0,0,0,0,0,0,0,0,0,14.285514812209815,15.319588176962746,2.8125,8400000.0,0.5357142857142857,166.0327868852459,1,0
105,5,Not Graduate,Yes,6200000,23600000,10,331,18500000,10300000.0,23800000.0,8700000,1,0,0,0,0,0,0,0,0,15.64006001130563,16.97675731236872,3.806451612903226,61300000.0,0.38499184339314846,68.86577181208054,0,1
106,3,Not Graduate,Yes,4200000,9700000,16,841,7800000,300000.0,16700000.0,5100000,0,0,0,0,0,0,0,0,0,15.250595321348806,16.08763654656639,2.3095238095238093,29900000.0,0.32441471571906355,254.11510791366908,0,1
107,4,Not Graduate,Yes,9000000,18100000,12,764,600000,16500000.0,20800000.0,11600000,0,0,0,0,0,0,0,0,0,16.012735246411598,16.71142255148467,2.011111111111111,49500000.0,0.3656565656565657,253.72693726937268,0,1
108,0,Graduate,No,2700000,10600000,6,591,1300000,2700000.0,9900000.0,1800000,0,0,0,0,0,0,0,0,0,14.80876270134486,16.176364653421913,3.925925925925926,15700000.0,0.6751592356687898,119.97744360902257,1,0
109,1,Graduate,Yes,9700000,35900000,2,719,19600000,7600000.0,20400000.0,10900000,0,0,0,0,0,0,0,0,0,16.08763654656639,17.39624788131366,3.7010309278350517,58500000.0,0.6136752136752137,152.9451754385965,1,1
110,2,Graduate,No,3300000,6800000,14,317,3400000,300000.0,11700000.0,3600000,1,0,0,0,0,0,0,0,0,15.009433329466965,15.732433317205148,2.0606060606060606,19000000.0,0.35789473684210527,103.57425742574257,1,0
111,0,Not Graduate,No,300000,1100000,8,778,800000,200000.0,900000.0,100000,0,0,0,0,0,0,0,0,0,12.611541086966115,13.910821646859095,3.6666666666666665,2000000.0,0.55,166.71428571428572,0,0
112,3,Graduate,Yes,7400000,18200000,14,302,5600000,3100000.0,17900000.0,5000000,1,0,0,0,0,0,0,0,0,15.816990693309524,16.716932206992077,2.4594594594594597,31600000.0,0.5759493670886076,87.296875,1,1
113,5,Not Graduate,No,7100000,19700000,8,502,7300000,5600000.0,25300000.0,9800000,1,0,0,0,0,0,0,0,0,15.775605482856605,16.796129244469636,2.7746478873239435,48000000.0,0.41041666666666665,132.99253731343282,0,0
114,5,Not Graduate,Yes,7300000,22100000,18,879,19500000,10600000.0,19300000.0,9800000,0,0,0,0,0,0,0,0,0,15.803385043104912,16.91108821173685,3.0273972602739727,59200000.0,0.3733108108108108,218.25510204081633,0,1
115,1,Not Graduate,No,8400000,23400000,14,437,15400000,5800000.0,33400000.0,8100000,1,0,0,0,0,0,0,0,0,15.943742382861155,16.96824662306297,2.7857142857142856,62700000.0,0.37320574162679426,115.43396226415094,0,0
116,0,Not Graduate,Yes,3300000,10800000,12,797,600000,6000000.0,7700000.0,3300000,0,0,0,0,0,0,0,0,0,15.009433329466965,16.195056784687036,3.272727272727273,17600000.0,0.6136363636363636,186.531914893617,0,1
117,4,Not Graduate,Yes,5800000,23200000,18,456,16100000,4200000.0,22600000.0,7500000,1,0,0,0,0,0,0,0,0,15.573368647930426,16.959662879739987,4.0,50400000.0,0.4603174603174603,91.2,0,1
118,0,Not Graduate,No,600000,1600000,6,647,1500000,600000.0,1500000.0,700000,0,0,0,0,0,0,0,0,0,13.304686600863562,14.285514812209815,2.6666666666666665,4300000.0,0.37209302325581395,176.45454545454547,0,0
119,0,Not Graduate,No,7200000,15800000,12,379,12700000,12200000.0,21500000.0,3600000,1,0,0,0,0,0,0,0,0,15.789591722875162,16.575520561288332,2.1944444444444446,50000000.0,0.316,118.64347826086956,0,0
120,1,Not Graduate,Yes,9100000,32900000,2,717,2200000,2000000.0,23600000.0,5900000,0,0,0,0,0,0,0,0,0,16.02378508137718,17.308983246130737,3.6153846153846154,33700000.0,0.9762611275964391,155.35,0,1
